id,dataset,question,reference_answer,question_type,question_subtype,source_row_id,source_category_labels,source_text_preview,hop_type,multi_hop_stub,hop_source_ids
arxiv_sh_000,arxiv,How much do the computed lifetimes change due to core polarization effects?,Core polarization affects the computed lifetimes by up to 20%.,descriptive,single_specific,704.3807,,Atomic data from the Iron Project. LXIV. Radiative transition rates and collision strengths for Ca I,single,,
arxiv_sh_001,arxiv,What methods were used to analyze the nature of galactic bulges in the study discussed in the paper?,"The study utilized integral field spectroscopy from the SAURON collaboration, focusing on 2-dimensional maps of stellar velocity, velocity dispersion, and absorption line strength.",descriptive,single_specific,707.4063,,"On classical and pseudobulges: The nature of bulges of early-type spirals Historically, galactic bul",single,,
arxiv_sh_002,arxiv,What aspect of oblate and prolate Jaffe models is not discussed in this paper?,"The dynamical properties of oblate and prolate Jaffe models are not repeated in this paper, as they have already been studied by Jiang & Moss.",descriptive,single_specific,806.1305,,General Flattened Jaffe Models for Galaxies In this paper we extend oblate and prolate Jaffe models ,single,,
arxiv_sh_003,arxiv,How does the -phase shift of the pair potential affect the local density of states in the vortex state of a Fulde-Ferrell-Larkin-Ovchinnikov superconductor?,The -phase shift of the pair potential at the FFLO nodal plane or at the vortex core induces sharp peak states in the local density of states and enhances the local paramagnetic moment.,descriptive,single_specific,704.0483,,Vortex state in a Fulde-Ferrell-Larkin-Ovchinnikov superconductor based on the quasiclassical theory,single,,
arxiv_sh_004,arxiv,Under what conditions is the base locus of the generalized theta divisor considered large according to the paper?,The base locus of the generalized theta divisor is considered large when the rank of the vector bundles is sufficiently large and also for positive multiples of the theta divisor.,descriptive,single_specific,707.2326,,Some examples of vector bundles in the base locus of the generalized theta divisor This paper shows ,single,,
arxiv_sh_005,arxiv,How do the Br atoms in (CuBr)LaNb2O7 need to be positioned to support the observed magnetic order?,The Br atoms must move significantly off the center of the square of the Cu sublattice so that the Br nuclei couple predominantly to two parallel Cu moments.,descriptive,single_specific,805.2218,,Antiferromagnetic Nuclear Resonance in the Quasi-Two-Dimensional (CuBr)LaNb2O7 We report nuclear mag,single,,
arxiv_sh_006,arxiv,"What is the upper limit determined for the decay K_{L} to pi^{0} pi^{0} gamma, and how does it compare to previous results?","The upper limit determined for the decay K_{L} to pi^{0} pi^{0} gamma is 2.43 times 10 to the power of negative 7 at 90% confidence level, which is approximately a factor of 20 lower than previous results.",descriptive,single_specific,708.2874,,Search for the Rare Decay K_{L}\to\pi^{0}\pi^{0}\gamma The KTeV E799 experiment has conducted a sear,single,,
arxiv_sh_007,arxiv,What specific atomic fluorescence lines were detected for the first time in a neutral medium during the observations of the reflection nebula NGC2023?,"The specific atomic fluorescence lines detected for the first time in a neutral medium were OI, NI, SiII, and FeII.",descriptive,single_specific,809.3802,,Atomic Fluorescence and Prospects for Observing Magnetic Geometry Using Atomic Magnetic Realignment ,single,,
arxiv_sh_008,arxiv,What were the three typical relaxation phenomena detected in the study of polycrystalline electroceramic device materials?,The three typical relaxation phenomena detected showed a separated temperature dependence of resistivity consistent with thermally activated charge transport.,descriptive,single_specific,704.3378,,Studies of the temperature and frequency dependent impedance of an electroceramic functional oxide t,single,,
arxiv_sh_009,arxiv,What are the three significant predictions that emerge from the study of photon number amplification and discrimination?,"The three significant predictions are the threshold time for initial exposure to photons, the time of perception which is the time of maximum detection probability, and the discrimination of the first few photon states.",descriptive,single_specific,802.2315,,A scheme for amplification and discrimination of photons A scheme for exploring photon number amplif,single,,
